"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"7873","Mega Man X Legacy Collection","Jul 24, 2018","$7.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","CAPCOM CO., LTD","CAPCOM CO., LTD"
"7882","Red Faction Guerrilla Re-Mars-tered","Jul 3, 2018","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Volition, KAIKO","Deep Silver"
"7886","Juicy Realm","May 3, 2018","$9.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","SpaceCan","XD"
"7895","DYNASTY WARRIORS 9","Feb 13, 2018","$44.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
"7901","Barro","Mar 28, 2018","$0.49","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","SC Jogos","SC Jogos"
"7905","Cyberdimension Neptunia: 4 Goddesses Online","Feb 27, 2018","$29.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","IDEA FACTORY, COMPILE HEART, TAMSOFT","Idea Factory International"
"7909","Puyo PuyoTetris","Feb 27, 2018","$4.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Sonic Team, Bitbaboon","SEGA"
"7916","Airships: Conquer the Skies","Aug 16, 2018","$18.74","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","David Stark","David Stark"
"7920","Beasts of Bermuda","Dec 21, 2018","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Sastrei Studios, LLC","Sastrei Studios, LLC"
"7925","灵魂筹码 Soul at Stake","Jun 25, 2018","$17.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Chongming Studio","Chongming Studio"
"7926","Next Day: Survival","May 21, 2018","$9.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","SOFF Games","Last Level"
"7927","Dragon Cliff","May 11, 2018","$9.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Meta Interaction","Meta Interaction"
"7928","Space Hulk: Deathwing Enhanced Edition","May 22, 2018","$29.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Streum On Studio","Focus Entertainment"
"7931","Neverwinter Nights: Enhanced Edition","Mar 27, 2018","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Beamdog","Beamdog"
"7932","Heroes of Hammerwatch","Mar 1, 2018","$11.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Crackshell","Crackshell"
"7933","Dungreed","Feb 14, 2018","$9.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","TEAM HORAY","TEAM HORAY"
"7934","CHRONO TRIGGER","Feb 27, 2018","$7.49","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Square Enix","Square Enix"
"7936","Liftoff: FPV Drone Racing","Sep 13, 2018","$14.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","LuGus Studios","LuGus Studios"
"7940","Stonehearth","Jul 25, 2018","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Radiant Entertainment","(none)"
"7941","Lossless Scaling","Dec 28, 2018","$6.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","THS","THS"
"7942","Do Not Feed the Monkeys","Oct 23, 2018","$15.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Fictiorama Studios, BadLand Games Publishing S.L.","Alawar"
"7943","A Total War Saga: THRONES OF BRITANNIA","May 2, 2018","$9.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)"
"7944","Mist Survival","Aug 15, 2018","$10.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Dimension 32 Entertainment","Dimension 32 Entertainment"
"7946","Eco","Feb 6, 2018","$22.49","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Strange Loop Games","Strange Loop Games"
"7948","War of Rights","Dec 3, 2018","$29.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Campfire Games","Campfire Games"
"7950","Devil May Cry HD Collection","Mar 13, 2018","$9.89","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
"7951","SYNTHETIK: Legion Rising","Mar 15, 2018","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Flow Fire Games","Flow Fire Games, WhisperGames"
"7952","Fate Seeker","Aug 7, 2018","$21.09","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","甲山林娛樂股份有限公司","甲山林娛樂股份有限公司"
"7960","Just Shapes & Beats","May 31, 2018","$19.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Berzerk Studio","Berzerk Studio"
"7964","Miscreated","Dec 18, 2018","$29.99","N/A (N/A)","500,000 .. 1,000,000","00:00 (00:00)","Entrada Interactive LLC","Entrada Interactive LLC"
"10","Iconoclasts","Jan 23, 2018","$4.99","N/A (N/A/87%)","200,000 .. 500,000","00:00 (00:00)","Joakim Sandberg","Bifrost Entertainment, DANGEN Entertainment, Gamera Games, INTRAGAMES CO., LTD."
"20","Full Metal Furies","Jan 17, 2018","$19.99","N/A (N/A/85%)","200,000 .. 500,000","00:00 (00:00)","Cellar Door Games","Cellar Door Games"
"27","Guacamelee! 2","Aug 21, 2018","$19.99","N/A (N/A/84%)","200,000 .. 500,000","00:00 (00:00)","DrinkBox Studios","DrinkBox Studios"
"28","Yoku's Island Express","May 29, 2018","$3.99","N/A (N/A/84%)","200,000 .. 500,000","00:00 (00:00)","Villa Gorilla","Team17 Digital Ltd"
"55","Death's Gambit: Afterlife","Aug 13, 2018","$11.99","N/A (N/A/81%)","200,000 .. 500,000","00:00 (00:00)","White Rabbit","Serenity Forge"
"57","Katamari Damacy REROLL","Dec 6, 2018","$7.49","N/A (N/A/81%)","200,000 .. 500,000","00:00 (00:00)","MONKEYCRAFT Co. Ltd.","BANDAI NAMCO Entertainment"
"68","PRO EVOLUTION SOCCER 2019","Aug 29, 2018","N/A","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Konami Digital Entertainment","Konami Digital Entertainment"
"69","GRIP: Combat Racing","Nov 6, 2018","$2.99","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Caged Element Inc.","Wired Productions"
"70","Guns, Gore and Cannoli 2","Mar 2, 2018","$12.99","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Rogueside, Claeysbrothers","Rogueside"
"72","The Red Strings Club","Jan 22, 2018","$14.99","N/A (N/A/80%)","200,000 .. 500,000","00:00 (00:00)","Deconstructeam","Devolver Digital"
"89","Laser League","May 10, 2018","N/A","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Roll7, CE-Asia, 505 Games","CE-Asia, 505 Games"
"91","The Adventure Pals","Apr 3, 2018","$14.99","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Massive Monster","Armor Games Studios"
"93","Project Warlock","Dec 6, 2018","$2.4","N/A (N/A/78%)","200,000 .. 500,000","00:00 (00:00)","Buckshot Software","Retrovibe, gaming company"
"106","Bloodstained: Curse of the Moon","May 24, 2018","$4.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","INTI CREATES CO., LTD.","INTI CREATES CO., LTD."
"108","Donut County","Aug 28, 2018","$12.99","N/A (N/A/77%)","200,000 .. 500,000","00:00 (00:00)","Ben Esposito","Annapurna Interactive"
"118","Aegis Defenders","Feb 8, 2018","$19.99","N/A (N/A/76%)","200,000 .. 500,000","00:00 (00:00)","GUTS Department","Humble Games"
"120","Q.U.B.E. 2","Mar 13, 2018","$24.99","N/A (N/A/76%)","200,000 .. 500,000","00:00 (00:00)","Toxic Games","Trapped Nerve Games"
"122","Dig or Die","Jul 10, 2018","$11.99","N/A (N/A/76%)","200,000 .. 500,000","00:00 (00:00)","Gaddy Games","Gaddy Games"
"123","Horizon Chase Turbo","May 15, 2018","$19.99","N/A (N/A/76%)","200,000 .. 500,000","00:00 (00:00)","AQUIRIS","AQUIRIS"
"124","LEGO DC Super-Villains","Oct 16, 2018","$5.99","N/A (N/A/76%)","200,000 .. 500,000","00:00 (00:00)","TT Games, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)"
"137","Ghost of a Tale","Mar 13, 2018","$19.99","N/A (N/A/75%)","200,000 .. 500,000","00:00 (00:00)","SeithCG","SeithCG"
"148","Orwell: Ignorance is Strength","Feb 22, 2018","$2.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","Osmotic Studios","Fellow Traveller"
"149","The Swords of Ditto: Mormo's Curse","Apr 24, 2018","$14.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","onebitbeyond","Devolver Digital"
"151","Party Hard 2","Oct 25, 2018","$19.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","Pinokl Games, Kverta, Hologryph","tinyBuild"
"153","Phantom Doctrine","Aug 14, 2018","$39.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","CreativeForge Games","Good Shepherd Entertainment"
"154","Distance","Sep 18, 2018","$24.99","N/A (N/A/74%)","200,000 .. 500,000","00:00 (00:00)","Refract","Refract"
"170","Timespinner","Sep 25, 2018","$19.99","N/A (N/A/73%)","200,000 .. 500,000","00:00 (00:00)","Lunar Ray Games","Chucklefish"
"202","HELLGATE: London","Nov 15, 2018","$12.99","N/A (N/A/70%)","200,000 .. 500,000","00:00 (00:00)","T3Entertainment","HanbitSoft Inc."
"205","Warstone TD","May 23, 2018","$4.49","N/A (N/A/70%)","200,000 .. 500,000","00:00 (00:00)","Battlecruiser Games","Battlecruiser Games"
"206","RIDE 3","Nov 30, 2018","$4.49","N/A (N/A/70%)","200,000 .. 500,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"216","Pro Cycling Manager 2018","Jun 28, 2018","$14.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Cyanide Studio","Focus Entertainment"
"220","Pure Farming 2018","Mar 13, 2018","$19.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Ice Flames","Techland Publishing"
"222","Fishing: Barents Sea","Feb 7, 2018","$6.24","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Misc Games","Misc Games"
"223","Megaquarium","Sep 13, 2018","$14.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Twice Circled","Twice Circled"
"225","Ys VIII: Lacrimosa of DANA","Apr 16, 2018","$39.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Nihon Falcom","NIS America, Inc."
"226","We Were Here Too","Feb 2, 2018","$9.99","N/A (N/A/69%)","200,000 .. 500,000","00:00 (00:00)","Total Mayhem Games","Total Mayhem Games"
"241","Empires Apart","Mar 29, 2018","Free","N/A (N/A/68%)","200,000 .. 500,000","00:00 (00:00)","DESTINYbit","Slitherine Ltd."
"250","The Council","Mar 13, 2018","Free","N/A (N/A/67%)","200,000 .. 500,000","00:00 (00:00)","Big Bad Wolf","Focus Entertainment"
"268","Ash of Gods: Redemption","Mar 23, 2018","$24.99","N/A (N/A/65%)","200,000 .. 500,000","00:00 (00:00)","AurumDust","AurumDust, WhisperGames"
"269","Jalopy","Mar 28, 2018","$2.99","N/A (N/A/65%)","200,000 .. 500,000","00:00 (00:00)","Minskworks","Excalibur Games"
"299","Shroud of the Avatar: Forsaken Virtues","Mar 27, 2018","Free","N/A (N/A/58%)","200,000 .. 500,000","00:00 (00:00)","Catnip Games","Catnip Games"
"306","METAL GEAR SURVIVE","Feb 21, 2018","$29.99","N/A (N/A/54%)","200,000 .. 500,000","00:00 (00:00)","KONAMI","KONAMI"
"309","YUMENIKKI -DREAM DIARY-","Feb 22, 2018","$3.99","N/A (N/A/51%)","200,000 .. 500,000","00:00 (00:00)","KADOKAWA CORPORATION, Active Gaming Media Inc.","PLAYISM"
"314","Defiance 2050","Jul 10, 2018","N/A","N/A (N/A/48%)","200,000 .. 500,000","00:00 (00:00)","Trion Worlds","Trion Worlds"
"944","Removed","Apr 13, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","","Slitherine Ltd."
"1240","强军","Jun 29, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Ares Game Co., Ltd.","Nanjing QiangJun Network Co., Ltd."
"1358","Cave to Kingdom","Aug 6, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Iubisoft System SRL","Iubisoft System SRL"
"1412","CopperCube 6 Game Engine","Jul 13, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Ambiera e.U.","Ambiera e.U."
"1423","My Little Farmies","Feb 27, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","upjers","upjers"
"1424","Realm Revolutions","Jan 5, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Aleksandr Golovkin","Aleksandr Golovkin"
"1436","Broken Ground","Apr 12, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Bad Viking","Bad Viking"
"1437","Rogue Agent","Apr 29, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Jorge Aires","Jigsaw Unravel"
"1439","Ready Player One: OASIS beta","Mar 23, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Directive Games Limited","Vive Studios"
"1440","Dungeon Hunter Champions","Dec 19, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Gameloft","Gameloft"
"1446","THE DAY Online","Apr 3, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Reloaded Studios","Reloaded Studios"
"1447","Music Maker Steam Edition","Aug 30, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","MAGIX Software GmbH","MAGIX Software GmbH"
"1456","MINImax Tinyverse","Dec 27, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Nimble Neuron","Nimble Neuron"
"1467","My Free Farm 2","Apr 3, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","upjers","upjers"
"1468","Project Eagle: A 3D Interactive Mars Base","Nov 27, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Blackbird Interactive","Blackbird Interactive"
"1471","Epic Roller Coasters","Mar 7, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","B4T Games","B4T Games"
"1481","Paintball War","Jun 1, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","ShadowWolf Games","ShadowWolf Games"
"1484","Zeus' Battlegrounds","Sep 28, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Industry Games","Industry Games"
"1488","Soccer Manager 2019","Dec 19, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Soccer Manager Ltd","Soccer Manager Ltd"
"1491","Iron League","Mar 14, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","DEXINT GAMES","DEXINT GAMES"
"1497","Sam & Dan: Floaty Flatmates","Dec 12, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Pelican Party Studios","Pelican Party Studios"
"1500","Rapture Rejects","Nov 29, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Galvanic Games, Explosm Games","tinyBuild"
"1501","270 | Two Seventy US Election","May 15, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Political Games LLC","Political Games LLC"
"1504","Hand of the Gods","Feb 20, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Hi-Rez Studios","Hi-Rez Studios"
"1508","Survived By","Dec 5, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Human Head Studios","Digital Extremes"
"1510","Stormbound","May 15, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Paladin Studios, Stormbound Games","Stormbound B.V."
"1513","Battle Carnival","Apr 26, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Zepetto","Zepetto USA"
"1515","Beavers Be Dammed","Jan 16, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Wallflower Games","Wallflower Games"
"1517","Fog Of War - Free Edition","Feb 22, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Monkeys Lab.","Monkeys Lab."
"1520","Bombix","Mar 2, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Pragmatix Ltd","Pragmatix Ltd"
"1522","CityBattle | Virtual Earth","Oct 2, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","LLC RIKOR IMT","LLC RIKOR IMT"
"1523","Sniper 3D Assassin: Free to Play","Sep 19, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Fun Games For Free","Fun Games For Free"
"1525","Light Bearers","Oct 23, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","FAT BOMB STUDIOS, LLC","FAT BOMB STUDIOS, LLC"
"1528","Trailer Park Boys: Greasy Money","Feb 15, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","East Side Games","East Side Games"
"1530","Varenje","Jul 3, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Play Cute","JoyBits Ltd."
"1531","BombTag","Feb 12, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","David Schneider","David Schneider"
"1533","Shooty Skies","Mar 6, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Mighty Games","Mighty Games"
"1535","Rebel Forces","Dec 20, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","FreezeNova","FreezeNova"
"1538","At Home Alone","Nov 1, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","阿正不经","0Cube"
"1540","Prime World: Defenders 2","Nov 29, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Nival","Nival"
"1541","Marbles on Stream","Mar 28, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Pixel by Pixel Studios Inc.","Pixel by Pixel Studios Inc."
"1542","Hellbound: Survival Mode","May 9, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Saibot Studios","Saibot Studios"
"1546","SOS","Jan 23, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Outpost Games, Inc.","Outpost Games, Inc."
"1549","TREE","Aug 13, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","The Strangers","The Strangers"
"1550","IOSoccer","Jun 8, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","IOSoccer Team","IOSoccer Team"
"1554","Cheeky Chooks","Oct 31, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Trilum Studios","Trilum Studios, RSPCA"
"1560","Life is Feudal: MMO","Jan 12, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","LTG","LTG"
"1562","Stoneshard: Prologue","Jun 5, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Ink Stains Games","HypeTrain Digital"
"1570","HD Poker: Texas Hold'em","Sep 14, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Z4","Z4"
"1571","CONFLICT OF NATIONS: WORLD WAR 3","Mar 15, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Dorado Games","Dorado Games"
"1578","Meteor 60 Seconds!","Feb 26, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","AvoCavo","AvoCavo"
"1583","Amorous","Apr 13, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Team Amorous","Snaggletooth Studios"
"1584","Marie's Room","Apr 13, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","like Charlie","like Charlie"
"1588","Driver Booster for Steam","Nov 1, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","IObit","IObit"
"1591","DRAGON QUEST XI: Echoes of an Elusive Age - Digital Edition of Light","Sep 4, 2018","N/A","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Square Enix","Square Enix"
"2736","Sword Mans","Mar 30, 2018","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Bypass Game Studios","Bypass Game Studios"
"4401","Buried Alive VR","Apr 3, 2018","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Mobigrow","Mobigrow"
"5282","crazy maze ~疯狂迷宫 ~ 狂った迷路 ~ Laberinto loco ~ Labyrinthe fou ~ Verrücktes Labyrinth","Nov 1, 2018","Free","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","liuguowang","liuguowang"
"5487","Flotilla 2","Aug 17, 2018","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Blendo Games","Blendo Games"
"7148","Chicken Labyrinth Puzzles","Mar 26, 2018","$4.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","ZemunBRE","SA Industry"
"7529","Fog of War","Jun 18, 2018","$8.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Monkeys Lab.","Neokosmos Technologies Ltd."
"7562","Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ)","Dec 8, 2018","$0.49","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Zloy Krot Studio","Zloy Krot Studio"
"7593","Slingshot people","Oct 20, 2018","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","StalkerAlex","StalkerAlex."
"7605","Space Tyrant","Feb 27, 2018","$19.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Blue Wizard Digital","Blue Wizard Digital"
"7636","恋爱模拟器 Love Simulation","May 1, 2018","$1.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","橘子班, 大好网","PeriScope Game"
"7638","Citystate","Feb 22, 2018","$14.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Andy Sztark","Andy Sztark"
"7670","Headliner: NoviNews","Oct 23, 2018","$13.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Unbound Creations","Unbound Creations"
"7685","INSOMNIA: The Ark","Sep 27, 2018","$29.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Mono Studio","HeroCraft PC"
"7690","eSports Legend","Oct 16, 2018","$9.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","90Games","Coconut Island Games"
"7692","Steel Rats","Nov 7, 2018","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Tate Multimedia","Tate Multimedia"
"7695","懒人修仙传","Nov 15, 2018","$3.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","托更的修罗","托更的修罗"
"7708","Mobile Empire","Jan 26, 2018","$3.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Shanghai huan zhen Info Tech Ltd","XD"
"7713","Treasure Hunter Simulator","Dec 6, 2018","$1.69","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","DRAGO entertainment","Movie Games S.A."
"7718","Hentai 3018","May 31, 2018","$0.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Easy game","Game for people"
"7736","Acceleration of SUGURI 2","Mar 7, 2018","$8.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Orange_Juice","Fruitbat Factory"
"7739","Battle Royale Trainer","Jan 4, 2018","$5.99","N/A (N/A)","200,000 .. 500,000","00:00 (00:00)","Trickjump Games Ltd","Trickjump Games Ltd"
