"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"7543","Ponpu","Dec 2, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Purple Tree Studio","Zordix Publishing, Green Man Gaming Publishing"
"7544","Terminal Conflict","Sep 24, 2020","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Strategy Mill, BL-Logic, Scribble Pad Studios, Polywickstudio","Strategy Mill"
"7545","Ad Agency Tycoon","Jul 27, 2020","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BarCoffee Studio","BarCoffee Studio"
"7546","Jung's Labyrinth","Sep 4, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jan Jileček","Jan Jileček"
"7547","Victory and Glory: The American Civil War","Mar 31, 2020","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Forced March Games, Electric Games","Lock 'n Load Publishing"
"7548","Dragon Audit","Dec 8, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Archive Entertainment","Archive Entertainment"
"7549","OUTTA GAS","Mar 26, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trevor Kellogg","Good Steward Games"
"7550","DriftOn","Feb 6, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SPokDev","SPokDev"
"7551","Raiders Of The Lost Island","Sep 2, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Last Tales","Last Tales"
"7552","STAYHOMER","Jun 6, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Noto Muteki","Noto Muteki"
"7553","DashboardX","Dec 1, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nostromo Digital","Nostromo Digital"
"7554","HOUSE OF GOD","Dec 2, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Glass Revolver","Glass Revolver"
"7555","Elizabeth","Feb 24, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NeutronStar.studio","Gamera Games"
"7556","Four Rendezvous","Oct 2, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Diada Novels","Diada Novels"
"7557","WATCH / 透视","Dec 3, 2020","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Micractive","电钮组"
"7558","Stocksynd House","Mar 20, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CyberFlux Games, Gabro Media","Rate My Funeral"
"7559","Test Of Courage","Oct 26, 2020","$2.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Just Sauce Studio","Just Sauce Studio"
"7560","A pirate quartermaster","Oct 2, 2020","$4.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ivan Armandy","Ivan Armandy"
"7561","Blueplanet VR v2","Jun 15, 2020","$34.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blueplanet VR","Blueplanet VR"
"7562","DREAMO - Puzzle Adventure","Feb 20, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hypnotic Ants","Carbon Studio"
"7563","Heart's Medicine - Season One","May 13, 2020","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Big Blue Studios, GameHouse","GameHouse"
"7564","惊奇剑士","Oct 28, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PUPPET DEPOT GAME STUDIO","East2West Games"
"7565","艾斯菲尔的谎言","Dec 31, 2020","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","imbagroup","Esfie"
"7566","Bite the Bullet","Aug 13, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mega Cat Studios","Graffiti Games"
"7569","Endless Knight","Jan 1, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Will Sykes Games","Will Sykes Games"
"7570","Fight of Animals: Arena","Dec 17, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Digital Crafter","Digital Crafter, Light of Creators"
"7571","LOVE - A Puzzle Box Filled with Stories","Oct 21, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rocketship Park","Thalamus Digital"
"7572","Hadr","Oct 5, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dominik Konečný, Ateliér Duchů","Ateliér Duchů"
"7573","Hero's Spirit","Dec 31, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","mod.kitchen","mod.kitchen"
"7574","Skautfold: Moonless Knight","Mar 4, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Steve Gal","Pugware"
"7578","WARBORN","Jun 12, 2020","$1.24","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Raredrop Games Ltd","PQube"
"7579","Katana Kata","Jan 28, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stas Shostak, Alexander Sitnikov","Stas Shostak"
"7580","Fritz Chess 17 Steam Edition","Jul 29, 2020","$59.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ChessBase GmbH","ChessBase GmbH"
"7581","Food Chain","Sep 3, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kozhakov","Kozhakov"
"7583","Realms of Antiquity: The Shattered Crown","Dec 29, 2020","$20","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Adam Haase","Quixotic Software"
"7585","Scrapping Simulator","Dec 31, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DefectGaming","DefectGaming"
"7587","Zeon 25","Feb 14, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SnagBox Studio","SnagBox Studio"
"7588","Unlock The King 3","Mar 17, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Minimol Games","Minimol Games"
"7589","Lusitania: The Experience","Apr 10, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Interactive Gaming Studios","Interactive Gaming Studios"
"7590","Westmark Manor","Jun 18, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nodbrim Interactive","Toadman Interactive"
"7591","Forklift Simulator 2019","Nov 6, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blind Squirrel Games","Blind Squirrel Publishing"
"7592","Immortal Legacy: The Jade Cipher","May 21, 2020","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Viva Games","Viva Games"
"7593","cyan","Dec 22, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aged Immortals","Aged Immortals"
"7595","The Wizard and The Slug","Nov 2, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Silkworm","Silkworm"
"7596","Gothic Murder: Adventure That Changes Destiny","Sep 23, 2020","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","orange","orange"
"7597","I dream of you and ice cream","Jun 17, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Emilios Manolidis","Emilios Manolidis"
"7598","Hayfever","Feb 24, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixadome","Zordix Publishing"
"7599","SGS Winter War","Jul 15, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Strategy Game Studio","Avalon Digital"
"7600","Waronoi","Dec 20, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MFC","MicroProse Software"
"7601","BOT.vinnik Chess: Opening Traps","Dec 22, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Deep Green Games","Abyssal Studios"
"7602","Neon City Riders","Mar 11, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mecha Studios","Bromio, Gamera Games"
"7603","Bird Missions","May 3, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Inward","Studio Inward"
"7604","reky","May 27, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","beyondthosehills","Plug In Digital"
"7606","Forge and Fight!","Sep 17, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Flamebait Games","Flamebait Games"
"7607","AeternoBlade II: Infinity","Sep 7, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Corecell Technology Co.,Ltd","Corecell Technology Co.,Ltd"
"7608","Dangerous Lands - Magic and RPG","Feb 11, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sabrina Aridi","Sabrina Aridi"
"7609","Danger Gazers","Jan 2, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shotx","Shotx"
"7610","A Game of Humans","Jun 5, 2020","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Scion Studios","Scion Studios"
"7611","Wasted World","May 6, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Achrony","Achrony"
"7614","Backworlds","Feb 20, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Logic Ember Limited","Logic Ember Limited"
"7615","TechnoTsunami","Oct 28, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neon Castle","Neon Castle, Pleasant Rain Ltd"
"7617","Viking Chess: Hnefatafl","Mar 5, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Diamond Sky Games","Rain Games"
"7618","Infernal Radiation","Dec 28, 2020","$0.8","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Asmodev","Ultimate Games"
"7619","그 어느 여름날의 이야기","Sep 3, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","유진게임즈","유진게임즈"
"7620","Zodiac Girls","Aug 6, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IR Studio","IR Studio"
"7621","Wings Of Bluestar","Oct 13, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shinu Real Arts","Shinu Real Arts"
"7622","Baby Dino Adventures","Jul 1, 2020","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sleeping Panda Games","Sleeping Panda Games"
"7623","Goosebumps Dead of Night","Jun 19, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cosmic Forces","Cosmic Forces"
"7624","Slinger VR","Apr 23, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Empyrean","Empyrean"
"7625","The Academy: The First Riddle","Jun 19, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pine Studio","Snapbreak"
"7626","Psycho","Nov 5, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rachata Suksereekul","Good Monkey"
"7627","FACTORY RUNNER","Jul 28, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DNA ARMY GAMING","DNA ARMY GAMING"
"7628","Gleamlight","Aug 20, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DICO","D3PUBLISHER"
"7629","Sable's Grimoire: Man And Elf","Jun 19, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Zetsubou","Zetsubou"
"7630","Lancelot's Hangover: The Quest for the Holy Booze","Oct 1, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jean-Baptiste de Clerfayt","Jean-Baptiste de Clerfayt"
"7632","Destructivator 2","Apr 2, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pug Fugly Games","Thalamus Digital"
"7633","Orders of Magnitude","Mar 30, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ouroboro Soft Inc.","Ouroboro Soft Inc."
"7634","Wormskull","Apr 3, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolfs Moon Studios","Wolfs Moon Studios"
"7635","Mask of the Plague Doctor","Apr 23, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"7636","Verdant Village","Aug 4, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Exodus Software","Exodus Software"
"7638","Air Bounce - The Jump 'n' Run Challenge","Dec 21, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"7639","Areia: Pathway to Dawn","Jan 17, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gilp Studio","Gilp Studio"
"7640","Nordic Warriors","Jun 19, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Liron Peer, Roman Levin (Coldsteel48)","Mashmashu Studio"
"7641","Path of Redemption","Jan 23, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Headbang Studio","Headbang Studio"
"7643","东方剑姬在西方旅行的故事","Nov 11, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","wolfzq, 鬼畜3G","BVRgames"
"7644","Terje Haakonsen's Powder VR","Dec 16, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RainSoft","RainSoft"
"7646","Hanoi Puzzles: Solid Match","Dec 16, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hanoi Studios","Hanoi Studios"
"7647","Super Lobster Run","Apr 29, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Volens Games","Volens Games"
"7648","Falcon City","Jun 4, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Likely Games","Likely Games"
"7649","Eye, caramba!","Dec 23, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SeekSick6","SeekSick6"
"7650","Lighton","Jun 18, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Waidy Andrade","Cronostase"
"7651","Something Ate My Alien","Jun 18, 2020","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rokabium Games","Rokabium Games"
"7653","Mighty Fling","Jul 20, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hollow Art Studios","Hollow Art Studios"
"7654","渡劫 x 魔女 ~ Team up with A Magician！","Aug 14, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","V.P.TEAM","33ParadoX&igstore"
"7655","Lone Land","Jul 15, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Magitech Games","Magitech Games"
"7656","Necrosis","Sep 24, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BlackHawk Games","BlackHawk Games"
"7657","Jay and Silent Bob: Mall Brawl","May 7, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Interabang Entertainment, Spoony Bard Productions","Interabang Entertainment"
"7658","Pirates? Pirates!","Mar 30, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Amrita Studio","Amrita Studio"
"7659","Beat Me!","Aug 19, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Red Limb Studio","Red Limb Studio, Destructive Creations"
"7660","Edge of Reality","Jul 16, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moon Eclipse","Conglomerate 5"
"7663","Everslash","Jul 3, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jaemin Park","PsychoFlux Entertainment"
"7664","DragonRideVR","Aug 1, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TypeEh Studios","TypeEh Studios"
"7665","Magic Lessons in Wand Valley - a jigsaw puzzle tale","Jul 9, 2020","$1.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mens Sana Interactive","Mens Sana Interactive"
"7666","SOK PRO","Oct 13, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Siberian Mouse","Siberian Mouse"
"7667","The Hunger: Games Ensemble","Nov 3, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Spacetronaut Ltd Co","Spacetronaut Ltd Co"
"7669","Nightmare Puppeteer","Sep 21, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Imagination Rabbit","Imagination Rabbit"
"7670","Shoot. Push. Repeat.","Jun 8, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CrewLab","CrewLab"
"7671","ROCKETRON","Feb 7, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ASTRO PORT","Henteko Doujin"
"7673","Trollhunters: Defenders of Arcadia","Sep 24, 2020","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WayForward","Outright Games Ltd."
"7674","Starport Delta","Mar 27, 2020","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cloudfire Studios","Cloudfire Studios"
"7675","The Forgotten Land","Jun 16, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","rokaplay","rokaplay"
"7676","Gaia","Apr 3, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eternal Stardust Studios","Eternal Stardust Studios"
"7677","Dream Catcher","Jul 24, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TW Potato","Mature Games"
"7678","Grand Guilds","Mar 26, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Drix Studios","Drix Studios"
"7679","Pangea Survival","Jun 19, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pangea Survival Development Team","Pangea Survival Development Team"
"7680","Axegend VR","Mar 9, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Subversion Squad Studio","Subversion Squad Studio"
"7681","Spectro","Jun 11, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Borrowed Light Studios","Borrowed Light Studios"
"7684","三国吕布传说(Legend of Lv Bu of the Three Kingdoms)","Nov 4, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","炎黄工作室","炎黄工作室"
"7686","DreamFly","Sep 7, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dmytro Makarenko, Stanislav Marchevskyi","No publisher"
"7687","机忆","Jun 18, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","futurelovegame","futurelovegame"
"7688","Today Is My Birthday","Oct 30, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wonder Games","CRYTlVO"
"7689","GUNBIRD 2","Jun 10, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CITY CONNECTION, Zerodiv","CITY CONNECTION"
"7690","Karma Knight","May 20, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","UltramarineSoft","UltramarineSoft"
"7691","Paradox Vector","Oct 15, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Schmidt Workshops","Schmidt Workshops"
"7695","SOUNDART","Apr 2, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MercuryStudio","PLAYISM"
"7696","RPG NPC Simulator VR","Feb 25, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Odooh Games","Odooh Games"
"7697","Survive the Blackout","Feb 6, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Baby Bison Games","Baby Bison Games"
"7698","Three kingdoms story: Conussia","May 7, 2020","$3.42","N/A (N/A)","0 .. 20,000","00:00 (00:00)","kamti","kamti"
"7700","TWWWR","Nov 24, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Faxdoc and nostalgiatree games, Faxdoc and nostalgiatree games","Faxdoc and nostalgiatree games"
"7701","魔法少女は自由に変身できない。","Dec 25, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","デジメカ製作所","デジメカ製作所"
"7702","BioCrisis","Nov 9, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jim","Jim"
"7703","Тёмное отражение (Dark Reflection)","Jan 12, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Slay Buherman","Slay Buherman"
"7704","Anime Artist 3: Harem","Nov 19, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neoclassic Games","Neoclassic Games"
"7705","Escape from GULAG","Jul 21, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rabotiagi games","Rabotiagi games"
"7706","My Dangerous Life","Jul 23, 2020","$9.09","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hituzigumo","Giiku Games"
"7707","No one lives in heaven","Jun 11, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SuR ENTERTAINMENT","TopWare Interactive"
"7708","Meme Run 2","Jul 23, 2020","$4.2","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jordan Schuetz","▲ Illuminati Confirmed ▲"
"7709","Starena","May 21, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Darksun Studio","Gamera Games"
"7711","Lord of Dwarves","May 22, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stellar Sage Games","Stellar Sage Games"
"7712","StarCrossed","Feb 11, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Contigo Games","Whitethorn Games"
"7713","Pizza Master VR","Mar 6, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Plectrum XR","Plectrum XR"
"7714","心境 VR / Mind VR Exploration","Sep 9, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","小海洋 MiniSea","小海洋 MiniSea"
"7715","Rugby League Team Manager 3","May 28, 2020","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alternative Software Ltd","Alternative Software Ltd"
"7716","Escape from Skull Dungeon","Aug 24, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Taichi Games","Taichi Games"
"7717","Headshot VR","Jul 12, 2020","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VR Studio","VR Studio"
"7718","To Hell with Hell","Feb 25, 2020","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lazurite Games","Deck13, WhisperGames"
"7719","Stellar Commanders","Feb 20, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blindflug Studios AG","Blindflug Studios AG"
"7721","Fear of Dark","Jun 8, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Perfect games","Perfect games"
"7722","蜀山幻剑录 Sword of Shushan","Sep 24, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","星罗云布工作室","星罗云布工作室"
"7724","ROBO OH","Oct 17, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Foxy Boxy Games","Foxy Boxy Games"
"7725","Gubble","Jun 9, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lanzinger Studio","Lanzinger Studio"
"7726","Samozbor ID:HEAVEN","Mar 20, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","derevotyan","derevotyan"
"7728","Devil's Kiss","Feb 21, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Size Five Games","Size Five Games"
"7731","Moorhuhn Kart","May 3, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GeekPit","GeekPit"
"7732","Ultimate Ski Jumping 2020","Apr 3, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Sunset Games","Forever Entertainment S. A."
"7733","Soul Axiom Rebooted","Feb 27, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wales Interactive","Wales Interactive"
"7734","Hoppup!","Nov 23, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stephen Damm Boeaas","Stephen Damm Boeaas"
"7735","Ergastulum: Dungeon Nightmares III","Nov 5, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","K Monkey","K Monkey"
"7737","Adventures Diary of Merchant","Mar 26, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Superluminal Cat","Superluminal Cat"
"7738","Drafting Tales","Dec 11, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Istotex","Istotex"
"7739","Slide Stories: Neko's Journey","Sep 28, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Remix Games, Gregory Oliveira","Remix Games"
"7740","Project:Pong","Aug 28, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matteo D'Alessandro","Matteo D'Alessandro"
"7741","Yukikoi Melt","Apr 29, 2020","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Frontwing","Frontwing USA"
"7742","Howdy, Jacob!","Dec 17, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SeedBolt Studios LLC","SeedBolt Studios LLC"
"7743","2MD: VR Football Evolution","Apr 1, 2020","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Truant Pixel, LLC","Truant Pixel, LLC"
"7744","Move Code Lines","Aug 28, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fewjix","Fewjix"
"7745","Don't Fall","Jun 3, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Weien Meng","Weien Meng"
"7746","Bone Appetit","May 8, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DXF Games","DXF Games"
"7749","Motoride Rollercoaster VR","Jul 22, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Split Light Studio","Split Light Studio"
"7750","Quintus and the Absent Truth","Oct 13, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wreck Tangle Games","Wreck Tangle Games"
"7751","Save Your Nuts","Apr 16, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Barsa Kelmes Inc.","Barsa Kelmes Inc."
"7753","Dead Motherland: Zombie Co-op","Sep 21, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DEKLAZON","DEKLAZON"
"7754","Pixel Puzzle Makeout League","Oct 30, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rude Ghost","Skymap Games"
"7755","Darkanoid","Nov 30, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shezo Games","Shezo Games"
"7757","One Dollar Simulator","Feb 16, 2020","$1","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Funny Twins","Funny Twins"
"7758","SGS Afrika Korps","Nov 12, 2020","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Strategy Game Studio","Avalon Digital"
"7759","One Try, One Kill","Apr 28, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Repa Games","KuKo"
"7760","Operation Sniff","Jun 13, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SoloQ","SoloQ"
"7761","Beetle Uprising","Nov 5, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Iocane Games, LLC","Slug Disco"
"7762","Kabukicho Story","Aug 1, 2020","$0.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mustella Games, KuKo","KuKo"
"7763","Impostor Inside Us","Nov 19, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Genene Game","Genene Game"
"7764","Indie Dev Simulator","May 30, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Egor Magurin, Shilov","Indovers Studio"
